"RefSeq.Locus.Tag"	"Mccann 2011"	"CF fraction of Souza 2011"	"membrane of Souza 2011"	"Malen 2011"	"Malen 2010 TritonX"	"Malen 2007"	"Braunstein 2000"	"Chitale 2001"	"Wolfe 2010"	"Gu 2003"	"Sulzenbacher 2006"	"Mawuenyega 2005 Membrane"	"Mawuenyega 2005 Cell Wall"	"Rosenkrands 2000"	"Gomez 2000"	"McDonough 2008"	"Xiong 2005"	"Count of num of times identified as exported"	"Signal P predicts sp"	"TatP predicts Tat sp"	"TMHMM predicts transmembrane domain"	"num of times predicted to have an export signal"	"Macaque Deadman Dutta 2010"	"Macrophage TRASH Jyothi 2005"	"Macrophage TRASH BCG Cole 2005"	"Macrophage enriched in acidified phagosomes TRASH BCG Cole 2005"	"Mouse TRASH Sassetti"	"Mouse Deadman Lamichhane 2005"	"Cholesterol in vitro TRASH Griffin 2011"	"in vitro essential Sassetti 2003"	"in vitro essential Griffin 2011"	"BALB div c in vivo expressed Talaat 2004"	"SCID in vivo expressed Talaat 2004"	"only 7H9 expressed Talaat 2004"	"in vivo only expressed Talaat 2004"	"Sasky serine hydrolase"	"Identified in Bell 2012 (high density mspec-any fractions)"
"Rv3400"			"Y"															1				0					"Y"			"non-essential"	"non-essential"						"Y"
"Rv3401"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv3402c"						"Y"												1				0								"non-essential"	"non-essential"						
"Rv3403c"																		0				0								"non-essential"	"non-essential"						
"Rv3404c"																		0				0								"non-essential"	"non-essential"						
"Rv3405c"																		0				0								"non-essential"	"non-essential"						
"Rv3406"																		0				0								"non-essential"	"non-essential"						
"Rv3407"																		0				0								"non-essential"	"non-essential"						
"Rv3408"																		0				0								"non-essential"	"non-essential"						
"Rv3409c"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv3410c"			"Y"															1				0								"no-data"	"essential"						"Y"
"Rv3411c"									"Y"									1				0								"essential"	"essential"						"Y"
"Rv3412"																		0				0								"non-essential"	"non-essential"						
"Rv3413c"	"Y"	"Y"				"Y"												3			"Y"	1								"non-essential"	"non-essential"						"Y"
"Rv3414c"																		0				0								"non-essential"	"non-essential"						
"Rv3415c"																		0				0								"non-essential"	"non-essential"						
"Rv3416"									"Y"									1				0								"non-essential"	"non-essential"						
"Rv3417c"			"Y"						"Y"	"Y"			"Y"					4				0						"Y"		"essential"	"non-essential"						"Y"
"Rv3418c"		"Y"	"Y"			"Y"			"Y"					"Y"				5				0								"essential"	"non-essential"						"Y"
"Rv3419c"																		0				0		"Y"			"Y"		"Y"	"non-essential"	"non-essential"						
"Rv3420c"																		0				0								"non-essential"	"non-essential"						
"Rv3421c"									"Y"									1				0		"Y"					"Y"	"non-essential"	"non-essential"						
"Rv3422c"																		0		"Y"		1								"essential"	"non-essential"						
"Rv3423c"		"Y"	"Y"															2				0								"essential"	"essential"						
"Rv3424c"																		0				0								"non-essential"	"non-essential"						
"Rv3425"																		0				0								"non-essential"	"non-essential"						
"Rv3426"												"Y"						1				0								"no-data"	"non-essential"						
"Rv3427c"																		0				0								"essential"	"non-essential"						
"Rv3428c"						"Y"												1			"Y"	1								"no-data"	"non-essential"						
"Rv3429"																		0				0								"non-essential"	"non-essential"						
"Rv3430c"																		0				0	"Y"							"non-essential"	"non-essential"						
"Rv3431c"																		0				0								"non-essential"	"non-essential"						
"Rv3432c"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv3433c"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv3434c"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv3435c"			"Y"	"Y"														2			"Y"	1								"non-essential"	"non-essential"						
"Rv3436c"			"Y"									"Y"						2				0								"essential"	"essential"						"Y"
"Rv3437"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv3438"			"Y"															1				0								"no-data"	"non-essential"						"Y"
"Rv3439c"																		0				0								"non-essential"	"non-essential"						
"Rv3440c"																		0				0								"no-data"	"non-essential"						
"Rv3441c"																		0		"Y"		1								"essential"	"essential"						
"Rv3442c"																		0				0								"no-data"	"essential"						"Y"
"Rv3443c"			"Y"						"Y"									2				0								"essential"	"essential"						"Y"
"Rv3444c"																		0				0			"Y"					"non-essential"	"non-essential"						
"Rv3445c"																		0				0			"Y"					"non-essential"	"non-essential"						
"Rv3446c"																		0				0								"non-essential"	"non-essential"						
"Rv3447c"																		0			"Y"	1								"no-data"	"non-essential"						
"Rv3448"									"Y"									1			"Y"	1								"non-essential"	"non-essential"						
"Rv3449"																		0	"Y"		"Y"	2								"non-essential"	"non-essential"						
"Rv3450c"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv3451"		"Y"	"Y"	"Y"														3	"Y"		"Y"	2								"non-essential"	"non-essential"					"Y"	
"Rv3452"																		0	"Y"		"Y"	2								"non-essential"	"non-essential"					"Y"	
"Rv3453"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv3454"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv3455c"			"Y"															1				0								"essential"	"essential"						
"Rv3456c"			"Y"															1				0								"no-data"	"essential"						"Y"
"Rv3457c"		"Y"	"Y"						"Y"	"Y"								4				0								"essential"	"essential"						"Y"
"Rv3458c"			"Y"						"Y"									2				0								"essential"	"essential"						"Y"
"Rv3459c"			"Y"															1				0								"essential"	"non-essential"						"Y"
"Rv3460c"									"Y"									1				0								"no-data"	"essential"						"Y"
"Rv3461c"																		0				0								"growth-defect"	"non-essential"						
"Rv3462c"			"Y"						"Y"									2				0								"essential"	"essential"						"Y"
"Rv3463"		"Y"	"Y"															2				0								"non-essential"	"non-essential"						"Y"
"Rv3464"													"Y"					1				0								"essential"	"essential"						"Y"
"Rv3465"		"Y"	"Y"															2				0								"essential"	"essential"						"Y"
"Rv3466"																		0				0								"non-essential"	"non-essential"						
"Rv3467"																		0				0								"non-essential"	"non-essential"						
"Rv3468c"																		0	"Y"			1								"no-data"	"non-essential"						
"Rv3469c"																		0				0								"no-data"	"non-essential"						
"Rv3470c"																		0				0								"no-data"	"non-essential"						
"Rv3471c"																		0				0								"non-essential"	"non-essential"						
"Rv3472"			"Y"															1				0					"Y"			"non-essential"	"non-essential"						
"Rv3473c"																		0				0								"non-essential"	"non-essential"					"Y"	
"Rv3474"																		0				0								"n/a"	"non-essential"						"Y"
"Rv3475"																		0				0								"no-data"	"non-essential"						
"Rv3476c"	"Y"		"Y"	"Y"														3			"Y"	1								"non-essential"	"non-essential"						
"Rv3477"			"Y"															1	"Y"			1								"no-data"	"non-essential"						
"Rv3478"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv3479"			"Y"	"Y"								"Y"						3			"Y"	1								"non-essential"	"non-essential"						
"Rv3480c"																		0				0		"Y"						"no-data"	"non-essential"						
"Rv3481c"			"Y"	"Y"														2			"Y"	1								"non-essential"	"non-essential"						
"Rv3482c"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv3483c"			"Y"	"Y"														2			"Y"	1								"non-essential"	"non-essential"						
"Rv3484"	"Y"	"Y"	"Y"	"Y"		"Y"												5			"Y"	1			"Y"		"Y"			"non-essential"	"essential"						
"Rv3485c"						"Y"												1				0								"non-essential"	"non-essential"						"Y"
"Rv3486"			"Y"															1				0	"Y"							"non-essential"	"non-essential"						
"Rv3487c"																		0				0								"non-essential"	"non-essential"					"Y"	
"Rv3488"																		0				0								"non-essential"	"non-essential"						
"Rv3489"			"Y"															1				0					"Y"			"non-essential"	"non-essential"						"Y"
"Rv3490"			"Y"						"Y"									2				0								"essential"	"essential"						"Y"
"Rv3491"		"Y"		"Y"		"Y"												3	"Y"		"Y"	2								"non-essential"	"non-essential"						
"Rv3492c"																		0	"Y"		"Y"	2							"Y"	"non-essential"	"non-essential"						
"Rv3493c"																		0			"Y"	1							"Y"	"non-essential"	"non-essential"						
"Rv3494c"	"Y"			"Y"														2			"Y"	1	"Y"						"Y"	"non-essential"	"non-essential"						"Y"
"Rv3495c"						"Y"												1				0	"Y"				"Y"		"Y"	"non-essential"	"non-essential"						
"Rv3496c"	"Y"			"Y"					"Y"									3			"Y"	1							"Y"	"non-essential"	"non-essential"						
"Rv3497c"	"Y"		"Y"	"Y"														3			"Y"	1					"Y"		"Y"	"non-essential"	"non-essential"						
"Rv3498c"	"Y"			"Y"														2	"Y"		"Y"	2				"Y"			"Y"	"non-essential"	"non-essential"						
"Rv3499c"												"Y"						1	"Y"		"Y"	2					"Y"		"Y"	"non-essential"	"non-essential"						
"Rv3500c"			"Y"															1			"Y"	1							"Y"	"non-essential"	"non-essential"						
"Rv3501c"			"Y"	"Y"														2			"Y"	1					"Y"		"Y"	"non-essential"	"non-essential"						
"Rv3502c"																		0				0					"Y"		"Y"	"non-essential"	"non-essential"						
"Rv3503c"																		0				0								"non-essential"	"non-essential"						
"Rv3504"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv3505"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv3506"																		0				0								"non-essential"	"non-essential"						
"Rv3507"																		0	"Y"			1								"non-essential"	"non-essential"						
"Rv3508"																		0	"Y"			1								"no-data"	"essential"						
"Rv3509c"		"Y"	"Y"			"Y"			"Y"									4				0								"non-essential"	"non-essential"						"Y"
"Rv3510c"			"Y"															1				0								"non-essential"	"non-essential"						
"Rv3511"																		0	"Y"			1								"no-data"	"non-essential"						
"Rv3512"																		0				0								"non-essential"	"non-essential"						
"Rv3513c"																		0				0								"non-essential"	"non-essential"						
"Rv3514"																		0	"Y"			1								"no-data"	"essential"						
"Rv3515c"									"Y"									1				0							"Y"	"non-essential"	"non-essential"						
"Rv3516"			"Y"															1				0								"non-essential"	"non-essential"						"Y"
"Rv3517"																		0				0								"non-essential"	"non-essential"						
"Rv3518c"		"Y"																1				0								"non-essential"	"non-essential"						
"Rv3519"			"Y"															1				0					"Y"			"non-essential"	"non-essential"						"Y"
"Rv3520c"		"Y"	"Y"						"Y"	"Y"								4				0								"non-essential"	"non-essential"						"Y"
"Rv3521"																		0				0								"non-essential"	"non-essential"						
"Rv3522"																		0				0								"non-essential"	"non-essential"						
"Rv3523"																		0				0					"Y"			"non-essential"	"non-essential"						
"Rv3524"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv3525c"		"Y"	"Y"															2				0								"non-essential"	"non-essential"						
"Rv3526"																		0				0							"Y"	"non-essential"	"non-essential"						
"Rv3527"																		0				0								"non-essential"	"non-essential"						
"Rv3528c"			"Y"															1				0								"non-essential"	"essential"						"Y"
"Rv3529c"																		0				0								"no-data"	"non-essential"						
"Rv3530c"																		0				0								"non-essential"	"non-essential"						
"Rv3531c"																		0				0							"Y"	"non-essential"	"non-essential"						
"Rv3532"																		0				0								"non-essential"	"non-essential"						
"Rv3533c"																		0	"Y"			1								"no-data"	"non-essential"						
"Rv3534c"		"Y"	"Y"						"Y"									3				0					"Y"		"Y"	"non-essential"	"non-essential"						
"Rv3535c"																		0				0								"non-essential"	"non-essential"						
"Rv3536c"																		0				0							"Y"	"no-data"	"non-essential"						"Y"
"Rv3537"																		0				0		"Y"					"Y"	"no-data"	"non-essential"						
"Rv3538"																		0				0			"Y"					"essential"	"non-essential"						
"Rv3539"																		0				0								"no-data"	"non-essential"					"Y"	
"Rv3540c"																		0				0					"Y"		"Y"	"non-essential"	"non-essential"						
"Rv3541c"			"Y"															1				0		"Y"			"Y"			"no-data"	"non-essential"						
"Rv3542c"																		0				0		"Y"			"Y"		"Y"	"non-essential"	"non-essential"						
"Rv3543c"																		0				0							"Y"	"non-essential"	"non-essential"						
"Rv3544c"																		0				0		"Y"			"Y"		"Y"	"non-essential"	"non-essential"						
"Rv3545c"		"Y"																1				0					"Y"		"Y"	"non-essential"	"non-essential"						
"Rv3546"		"Y"	"Y"															2				0							"Y"	"non-essential"	"non-essential"						
"Rv3547"			"Y"						"Y"			"Y"						3				0								"non-essential"	"non-essential"						"Y"
"Rv3548c"																		0				0							"Y"	"non-essential"	"non-essential"						"Y"
"Rv3549c"																		0				0							"Y"	"non-essential"	"non-essential"						
"Rv3550"																		0				0								"non-essential"	"non-essential"						
"Rv3551"																		0				0		"Y"			"Y"		"Y"	"no-data"	"non-essential"						
"Rv3552"			"Y"															1				0		"Y"						"no-data"	"non-essential"						
"Rv3553"																		0				0							"Y"	"non-essential"	"non-essential"						
"Rv3554"																		0			"Y"	1								"non-essential"	"non-essential"						
"Rv3555c"																		0				0								"non-essential"	"non-essential"						
"Rv3556c"		"Y"	"Y"															2				0		"Y"			"Y"			"non-essential"	"non-essential"						"Y"
"Rv3557c"																		0				0								"non-essential"	"non-essential"						
"Rv3558"																		0				0								"no-data"	"non-essential"						
"Rv3559c"																		0				0							"Y"	"essential"	"non-essential"						
"Rv3560c"																		0				0		"Y"			"Y"		"Y"	"non-essential"	"non-essential"						
"Rv3561"																		0				0							"Y"	"no-data"	"non-essential"						
"Rv3562"																		0				0								"no-data"	"non-essential"						
"Rv3563"			"Y"															1				0		"Y"			"Y"		"Y"	"no-data"	"non-essential"						
"Rv3564"																		0				0							"Y"	"essential"	"non-essential"						
"Rv3565"			"Y"						"Y"									2				0								"no-data"	"essential"						
