Genome	Accession	Locus Tag	RefSeq Locus Tag	Annotation	Feature Type	Start	End	Length	Strand	Protein ID	AA Length	Gene Symbol	Product	Pseudo Gene	Bound Moiety	AntiCodon	
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1251c		RefSeq	CDS	1395821	1399240	3420	-		1139		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2161c		RefSeq	CDS	2422271	2423137	867	-		288		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2150c		RefSeq	misc_feature	2409180	2409236	57	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2757c		RefSeq	CDS	3070170	3070586	417	-		138		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2293c		RefSeq	CDS	2564292	2565032	741	-		246		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3294c		RefSeq	CDS	3675186	3675995	810	-		269		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3440c		RefSeq	CDS	3859665	3859976	312	-		103		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0947c		RefSeq	misc_feature	1057303	1057530	228	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0189c		RefSeq	misc_feature	221283	221315	33	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2474c		RefSeq	CDS	2776316	2776969	654	-		217		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0268c		RefSeq	CDS	322764	323273	510	-		169		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2609c		RefSeq	misc_feature	2937152	2937211	60	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2921c		RefSeq	misc_feature	3233429	3233452	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2949c		RefSeq	CDS	3299971	3300570	600	-		199		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1016c		RefSeq	misc_feature	1135376	1135408	33	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1037c		RefSeq	CDS	1160544	1160828	285	-		94	esxI	putative ESAT-6 like protein ESXI (ESAT-6 like protein 1)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0548c		RefSeq	CDS	639012	639956	945	-		314	menB	naphthoate synthase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2988c		RefSeq	misc_feature	3345005	3345040	36	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1106c		RefSeq	CDS	1232844	1233956	1113	-		370		cholesterol dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1749c		RefSeq	CDS	1977328	1977885	558	-		185		integral membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2968c		RefSeq	CDS	3323071	3323703	633	-		210		integral membrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0427c		RefSeq	CDS	516017	516892	876	-		291	xthA	exodeoxyribonuclease III protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3198c		RefSeq	CDS	3569109	3571211	2103	-		700	uvrD2	ATP-dependent DNA helicase II UVRD2				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2958c		RefSeq	CDS	3310714	3312000	1287	-		428		glycosyl transferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2915c		RefSeq	CDS	3223568	3224680	1113	-		370		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3038c		RefSeq	misc_feature	3399049	3399126	78	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0816c		RefSeq	CDS	909611	910033	423	-		140	thiX	thioredoxin ThiX				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3289c		RefSeq	CDS	3670034	3670411	378	-		125		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2763c		RefSeq	misc_feature	3073544	3073570	27	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2073c		RefSeq	CDS	2330214	2330963	750	-		249		shortchain dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2038c		RefSeq	misc_feature	2284662	2284685	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2825c		RefSeq	CDS	3132892	3133539	648	-		215		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3803c		RefSeq	CDS	4264563	4265462	900	-		299	fbpD	secreted MPT51/MPB51 antigen protein FBPD (MPT51/MPB51 antigen 85 complex C) (AG58C) (Mycolyl transferase 85C) (fibronectin-binding protein C) (85C)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3919c		RefSeq	CDS	4407528	4408202	675	-		224	gidB	16S rRNA methyltransferase GidB				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2154c		RefSeq	CDS	2413348	2414922	1575	-		524	ftsW	FtsW-like protein FtsW				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0373c		RefSeq	CDS	449404	451803	2400	-		799		carbon monoxyde dehydrogenase large subunit				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0753c		RefSeq	CDS	844421	845953	1533	-		510	mmsA	methylmalonate-semialdehyde dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1894c		RefSeq	CDS	2140739	2141869	1131	-		376		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3460c		RefSeq	CDS	3879696	3880070	375	-		124	rpsM	30S ribosomal protein S13				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0878c		RefSeq	CDS	976872	978203	1332	-		443	PPE13	PPE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2228c		RefSeq	CDS	2501644	2502738	1095	-		364		bifunctional RNase H/acid phosphatase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1053c		RefSeq	CDS	1176011	1176286	276	-		91		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2539c		RefSeq	misc_feature	2863156	2863179	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1730c		RefSeq	CDS	1955692	1957245	1554	-		517		penicillin-binding protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1028c		RefSeq	misc_feature	1151561	1151584	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3053c		RefSeq	CDS	3414719	3414958	240	-		79	nrdH	glutaredoxin electron transport protein NrdH				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2426c		RefSeq	CDS	2723308	2724183	876	-		291		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3548c		RefSeq	misc_feature	3987730	3987816	87	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3673c		RefSeq	CDS	4114474	4115157	684	-		227		membrane-anchored thioredoxin-like protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2834c		RefSeq	misc_feature	3140754	3140840	87	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0890c		RefSeq	CDS	989948	992596	2649	-		882		LuxR family transcriptional regulator				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2466c		RefSeq	CDS	2768261	2768884	624	-		207		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3923c		RefSeq	misc_feature	4410568	4410612	45	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1034c		RefSeq	CDS	1158918	1159307	390	-		129		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1281c		RefSeq	misc_feature	1434765	1434809	45	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3250c		RefSeq	misc_feature	3630429	3630461	33	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0669c		RefSeq	CDS	767684	769597	1914	-		637		hydrolase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2753c		RefSeq	CDS	3066222	3067124	903	-		300	dapA	dihydrodipicolinate synthase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3677c		RefSeq	CDS	4117258	4118052	795	-		264		hydrolase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1313c		RefSeq	CDS	1468171	1469505	1335	-		444		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3305c		RefSeq	CDS	3691639	3692808	1170	-		389	amiA1	N-acyl-L-amino acid amidohydrolase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2708c		RefSeq	CDS	3021548	3021796	249	-		82		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3014c		RefSeq	CDS	3372545	3374620	2076	-		691	ligA	NAD-dependent DNA ligase LigA				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0566c		RefSeq	CDS	657548	658039	492	-		163		putative nucleotide-binding protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2048c		RefSeq	misc_feature	2294867	2294914	48	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3500c		RefSeq	CDS	3919220	3920062	843	-		280	yrbE4B	integral membrane protein YrbE4b				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0822c		RefSeq	CDS	914257	916311	2055	-		684		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2397c		RefSeq	misc_feature	2694833	2694856	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1944c		RefSeq	CDS	2195344	2195934	591	-		196		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0924c		RefSeq	CDS	1030578	1031864	1287	-		428	mntH	manganese transport protein MntH				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1229c		RefSeq	CDS	1371777	1372949	1173	-		390	mrp	MRP family ATP-binding protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2460c		RefSeq	CDS	2762531	2763175	645	-		214	clpP2	ATP-dependent Clp protease proteolytic subunit				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2948c		RefSeq	CDS	3297837	3299954	2118	-		705	fadD22	acyl-CoA synthetase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1014c		RefSeq	CDS	1133333	1133908	576	-		191	pth	peptidyl-tRNA hydrolase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3415c		RefSeq	CDS	3833694	3834521	828	-		275		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3829c		RefSeq	CDS	4303398	4305008	1611	-		536		dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1667c		RefSeq	CDS	1893577	1894230	654	-		217		macrolide-transport ATP-binding protein ABC transporter				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2067c		RefSeq	CDS	2324647	2325870	1224	-		407		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3884c		RefSeq	misc_feature	4365699	4365722	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2784c		RefSeq	misc_feature	3093410	3093442	33	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2515c		RefSeq	CDS	2831344	2832591	1248	-		415		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3750c		RefSeq	CDS	4198205	4198597	393	-		130		excisionase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0010c		RefSeq	CDS	13133	13558	426	-		141		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1427c		RefSeq	CDS	1602321	1603928	1608	-		535	fadD12	acyl-CoA synthetase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3246c		RefSeq	CDS	3626663	3627349	687	-		228	mtrA	two component sensory transduction transcriptional regulatory protein MTRA				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1482c		RefSeq	CDS	1672457	1673299	843	-		280		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0985c		RefSeq	CDS	1101025	1101480	456	-		151	mscL	large-conductance mechanosensitive channel				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2404c		RefSeq	misc_feature	2703051	2703074	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0380c		RefSeq	CDS	456268	456819	552	-		183		RNA methyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3276c		RefSeq	CDS	3658635	3659924	1290	-		429	purK	phosphoribosylaminoimidazole carboxylase ATPase subunit				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0011c		RefSeq	CDS	13714	13995	282	-		93		putative septation inhibitor protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2993c		RefSeq	CDS	3350274	3350993	720	-		239		2-hydroxyhepta-2,4-diene-1,7-dioate isomerase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2445c		RefSeq	CDS	2745314	2745724	411	-		136	ndk	nucleoside diphosphate kinase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1498c		RefSeq	CDS	1689303	1689920	618	-		205		methyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1027c		RefSeq	CDS	1148427	1149107	681	-		226	kdpE	transcriptional regulatory protein KdpE				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1721c		RefSeq	CDS	1947416	1947643	228	-		75		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2848c		RefSeq	CDS	3156148	3157521	1374	-		457	cobB	cobyrinic acid a,c-diamide synthase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2044c		RefSeq	CDS	2289282	2289599	318	-		105		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3180c		RefSeq	CDS	3549254	3549688	435	-		144		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1447c		RefSeq	misc_feature	1626330	1626350	21	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2744c		RefSeq	CDS	3057251	3058063	813	-		270	35kd_ag	hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3001c		RefSeq	CDS	3359585	3360586	1002	-		333	ilvC	ketol-acid reductoisomerase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2460c		RefSeq	misc_feature	2762837	2762872	36	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0659c		RefSeq	CDS	754685	754993	309	-		102		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3051c		RefSeq	misc_feature	3412466	3412534	69	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2895c		RefSeq	CDS	3204381	3205232	852	-		283	viuB	mycobactin utilization protein ViuB				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0837c		RefSeq	CDS	933003	934031	1029	-		342		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2097c		RefSeq	CDS	2355319	2356677	1359	-		452		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1017c		RefSeq	CDS	1135501	1136481	981	-		326	prsA	ribose-phosphate pyrophosphokinase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2763c		RefSeq	CDS	3073130	3073609	480	-		159	dfrA	dihydrofolate reductase DFRA (DHFR) (tetrahydrofolate dehydrogenase)				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3598c		RefSeq	CDS	4041423	4042940	1518	-		505	lysS	lysyl-tRNA synthetase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2103c		RefSeq	CDS	2364086	2364520	435	-		144		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2137c		RefSeq	CDS	2396902	2397315	414	-		137		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2762c		RefSeq	CDS	3072637	3073056	420	-		139		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0752c		RefSeq	misc_feature	844013	844051	39	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3029c		RefSeq	CDS	3388070	3388870	801	-		266	fixA	electron transfer flavoprotein subunit beta				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2145c		RefSeq	CDS	2404616	2405398	783	-		260	wag31	hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1744c		RefSeq	CDS	1970989	1971390	402	-		133		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2518c		RefSeq	CDS	2834109	2835335	1227	-		408	lppS	lipoprotein LppS				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2368c		RefSeq	misc_feature	2649504	2649527	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0356c		RefSeq	CDS	434830	435474	645	-		214		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1103c		RefSeq	CDS	1230971	1231291	321	-		106		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2693c		RefSeq	CDS	3010697	3011368	672	-		223		integral membrane alanine and leucine rich protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3893c		RefSeq	CDS	4375762	4375995	234	-		77	PE36	PE family protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3662c		RefSeq	CDS	4101265	4102035	771	-		256		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0215c		RefSeq	CDS	257783	258856	1074	-		357	fadE3	acyl-CoA dehydrogenase FADE3				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2954c		RefSeq	CDS	3306666	3307391	726	-		241		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1526c		RefSeq	CDS	1720780	1722060	1281	-		426		glycosyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3568c		RefSeq	CDS	4009297	4010199	903	-		300	bphC	biphenyl-2,3-diol 1,2-dioxygenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0018c		RefSeq	CDS	21637	23181	1545	-		514	ppp	serine/threonine phosphatase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3495c		RefSeq	CDS	3913380	3914534	1155	-		384	lprN	MCE-family lipoprotein LprN				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2761c		RefSeq	CDS	3071546	3072640	1095	-		364	hsdS	type I restriction/modification system specificity determinant HsdS				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3857c		RefSeq	CDS	4329417	4329614	198	-		65		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2578c		RefSeq	CDS	2902509	2903531	1023	-		340		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3447c		RefSeq	misc_feature	3866928	3866951	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3003c		RefSeq	CDS	3361130	3362986	1857	-		618	ilvB1	acetolactate synthase 1 catalytic subunit				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1158c		RefSeq	CDS	1284179	1284862	684	-		227		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1035c		RefSeq	CDS	1159375	1160061	687	-		228		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0421c		RefSeq	CDS	507132	507761	630	-		209		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1108c		RefSeq	CDS	1234213	1235460	1248	-		415	xseA	exodeoxyribonuclease VII large subunit				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3885c		RefSeq	CDS	4366908	4368521	1614	-		537		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2791c		RefSeq	CDS	3100202	3101581	1380	-		459		transposase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3530c		RefSeq	CDS	3967038	3967820	783	-		260		short chain dehydrogenase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2183c		RefSeq	CDS	2445415	2445810	396	-		131		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2432c		RefSeq	CDS	2728437	2728847	411	-		136		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1015c		RefSeq	CDS	1133921	1134568	648	-		215	rplY	50S ribosomal protein L25/general stress protein Ctc				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1989c		RefSeq	CDS	2232739	2233299	561	-		186		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0946c		RefSeq	misc_feature	1055846	1055881	36	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1620c		RefSeq	misc_feature	1820215	1820259	45	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2553c		RefSeq	CDS	2872012	2873265	1254	-		417		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2583c		RefSeq	CDS	2907826	2910198	2373	-		790	relA	GTP pyrophosphokinase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1588c		RefSeq	CDS	1789168	1789836	669	-		222		REP13E12 repeat-containing protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3497c		RefSeq	CDS	3915883	3916956	1074	-		357	mce4C	MCE-family protein MCE4C				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2783c		RefSeq	CDS	3090339	3092597	2259	-		752	gpsI	polynucleotide phosphorylase/polyadenylase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0363c		RefSeq	CDS	441265	442299	1035	-		344	fba	fructose-bisphosphate aldolase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1330c		RefSeq	CDS	1499213	1500559	1347	-		448		nicotinate phosphoribosyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv0602c		RefSeq	CDS	699038	699799	762	-		253	tcrA	two component DNA binding transcriptional regulatory protein TCRA				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2520c		RefSeq	CDS	2837388	2837615	228	-		75		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1687c		RefSeq	CDS	1912153	1912920	768	-		255		ABC transporter ATP-binding protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2781c		RefSeq	CDS	3087950	3088984	1035	-		344		alanine rich oxidoreductase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2746c		RefSeq	CDS	3058602	3059231	630	-		209	pgsA3	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2144c		RefSeq	CDS	2404165	2404521	357	-		118		transmembrane protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3556c		RefSeq	CDS	3995804	3996964	1161	-		386	fadA6	acetyl-CoA acetyltransferase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3442c		RefSeq	misc_feature	3861627	3861683	57	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2094c		RefSeq	misc_feature	2353193	2353216	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv3274c		RefSeq	CDS	3656920	3658089	1170	-		389	fadE25	acyl-CoA dehydrogenase FADE25				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2735c		RefSeq	CDS	3047560	3048552	993	-		330		hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2092c		RefSeq	misc_feature	2351917	2351940	24	-								
Mycobacterium tuberculosis H37Rv	NC_000962	Rv1581c		RefSeq	CDS	1783906	1784301	396	-		131		phiRv1 phage protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2913c		RefSeq	CDS	3219863	3221698	1836	-		611		D-amino acid aminohydrolase				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2231c		RefSeq	CDS	2504605	2505699	1095	-		364	cobC	hypothetical protein				
Mycobacterium tuberculosis H37Rv	NC_000962	Rv2081c		RefSeq	CDS	2338065	2338505	441	-		146		transmembrane protein				
